id,nested_qpl,dict_qpl,yaml_qpl
71b8e3eee7e7618b7730a3dc215c5d838411a0a424df17b4823a8f1ed6b56062,"Join Predicate [ T.MakeId = B.Id ] Output [ B.Year , T.Make ]
  In: Scan Table [ car_names ] Output [ Make , MakeId ]
  In: Join Predicate [ T.Year = B.Min_Year ] Output [ T.Id , T.Year ]
    In: Scan Table [ cars_data ] Output [ Id , Year ]
    In: Aggregate Output [ MIN(Year) as Min_Year ]
      In: Scan Table [ cars_data ] Output [ Year ]","{""id"": ""#6"", ""operation"": ""Join"", ""predicate"": ""Predicate [ #5.MakeId = #4.Id ]"", ""output"": ""#4.Year , #5.Make"", ""children"": [{""id"": ""#4"", ""operation"": ""Join"", ""predicate"": ""Predicate [ #3.Year = #2.Min_Year ]"", ""output"": ""#3.Id , #3.Year"", ""children"": [{""id"": ""#2"", ""operation"": ""Aggregate"", ""output"": ""MIN(Year) as Min_Year"", ""children"": [{""id"": ""#1"", ""operation"": ""Scan Table"", ""table"": ""cars_data"", ""output"": ""Year""}]}, {""id"": ""#3"", ""operation"": ""Scan Table"", ""table"": ""cars_data"", ""output"": ""Id , Year""}]}, {""id"": ""#5"", ""operation"": ""Scan Table"", ""table"": ""car_names"", ""output"": ""Make , MakeId""}]}","children:
- children:
  - children:
    - id: '#1'
      operation: Scan Table
      output: Year
      table: cars_data
    id: '#2'
    operation: Aggregate
    output: MIN(Year) as Min_Year
  - id: '#3'
    operation: Scan Table
    output: Id , Year
    table: cars_data
  id: '#4'
  operation: Join
  output: '#3.Id , #3.Year'
  predicate: 'Predicate [ #3.Year = #2.Min_Year ]'
- id: '#5'
  operation: Scan Table
  output: Make , MakeId
  table: car_names
id: '#6'
operation: Join
output: '#4.Year , #5.Make'
predicate: 'Predicate [ #5.MakeId = #4.Id ]'
"
63184492d88ed5c4c27ba64d205fbe596fe665ec2cc7351381b9572871047832,"Join Predicate [ B.Model = T.Model ] Distinct [ true ] Output [ B.Model ]
  In: Join Predicate [ B.Id = T.MakeId ] Output [ T.Model ]
    In: Scan Table [ car_names ] Output [ MakeId , Model ]
    In: Scan Table [ cars_data ] Predicate [ Year > 1980 ] Output [ Year , Id ]
  In: Scan Table [ model_list ] Output [ Model ]","{""id"": ""#5"", ""operation"": ""Join"", ""predicate"": ""Predicate [ #1.Model = #4.Model ] Distinct [ true ]"", ""output"": ""#1.Model"", ""children"": [{""id"": ""#1"", ""operation"": ""Scan Table"", ""table"": ""model_list"", ""output"": ""Model""}, {""id"": ""#4"", ""operation"": ""Join"", ""predicate"": ""Predicate [ #2.Id = #3.MakeId ]"", ""output"": ""#3.Model"", ""children"": [{""id"": ""#2"", ""operation"": ""Scan Table"", ""table"": ""cars_data"", ""predicate"": ""Predicate [ Year > 1980 ]"", ""output"": ""Year , Id""}, {""id"": ""#3"", ""operation"": ""Scan Table"", ""table"": ""car_names"", ""output"": ""MakeId , Model""}]}]}","children:
- id: '#1'
  operation: Scan Table
  output: Model
  table: model_list
- children:
  - id: '#2'
    operation: Scan Table
    output: Year , Id
    predicate: Predicate [ Year > 1980 ]
    table: cars_data
  - id: '#3'
    operation: Scan Table
    output: MakeId , Model
    table: car_names
  id: '#4'
  operation: Join
  output: '#3.Model'
  predicate: 'Predicate [ #2.Id = #3.MakeId ]'
id: '#5'
operation: Join
output: '#1.Model'
predicate: 'Predicate [ #1.Model = #4.Model ] Distinct [ true ]'
"
3060597756a5391c591fd7056a8c19f57f2d440c443ea414541bc487cacf96a2,"Join Predicate [ B.Model = T.Model ] Distinct [ true ] Output [ B.Model ]
  In: Join Predicate [ B.Id = T.MakeId ] Output [ T.Model ]
    In: Scan Table [ car_names ] Output [ MakeId , Model ]
    In: Scan Table [ cars_data ] Predicate [ Year > 1980 ] Output [ Year , Id ]
  In: Scan Table [ model_list ] Output [ Model ]","{""id"": ""#5"", ""operation"": ""Join"", ""predicate"": ""Predicate [ #1.Model = #4.Model ] Distinct [ true ]"", ""output"": ""#1.Model"", ""children"": [{""id"": ""#1"", ""operation"": ""Scan Table"", ""table"": ""model_list"", ""output"": ""Model""}, {""id"": ""#4"", ""operation"": ""Join"", ""predicate"": ""Predicate [ #2.Id = #3.MakeId ]"", ""output"": ""#3.Model"", ""children"": [{""id"": ""#2"", ""operation"": ""Scan Table"", ""table"": ""cars_data"", ""predicate"": ""Predicate [ Year > 1980 ]"", ""output"": ""Year , Id""}, {""id"": ""#3"", ""operation"": ""Scan Table"", ""table"": ""car_names"", ""output"": ""MakeId , Model""}]}]}","children:
- id: '#1'
  operation: Scan Table
  output: Model
  table: model_list
- children:
  - id: '#2'
    operation: Scan Table
    output: Year , Id
    predicate: Predicate [ Year > 1980 ]
    table: cars_data
  - id: '#3'
    operation: Scan Table
    output: MakeId , Model
    table: car_names
  id: '#4'
  operation: Join
  output: '#3.Model'
  predicate: 'Predicate [ #2.Id = #3.MakeId ]'
id: '#5'
operation: Join
output: '#1.Model'
predicate: 'Predicate [ #1.Model = #4.Model ] Distinct [ true ]'
"
1dd789dce8dca1a681e95be275697f6194aebfedc41b85f2d3c370144d719682,"Aggregate GroupBy [ Continent ] Output [ countstar AS Count_Star , Continent ]
  In: Join Predicate [ B.ContId = T.Continent ] Output [ B.Continent ]
    In: Join Predicate [ B.CountryId = T.Country ] Output [ B.Continent ]
      In: Scan Table [ car_makers ] Output [ Country ]
      In: Scan Table [ countries ] Output [ CountryId , Continent ]
    In: Scan Table [ continents ] Output [ ContId , Continent ]","{""id"": ""#6"", ""operation"": ""Aggregate"", ""predicate"": ""GroupBy [ Continent ]"", ""output"": ""countstar AS Count_Star , Continent"", ""children"": [{""id"": ""#5"", ""operation"": ""Join"", ""predicate"": ""Predicate [ #1.ContId = #4.Continent ]"", ""output"": ""#1.Continent"", ""children"": [{""id"": ""#1"", ""operation"": ""Scan Table"", ""table"": ""continents"", ""output"": ""ContId , Continent""}, {""id"": ""#4"", ""operation"": ""Join"", ""predicate"": ""Predicate [ #2.CountryId = #3.Country ]"", ""output"": ""#2.Continent"", ""children"": [{""id"": ""#2"", ""operation"": ""Scan Table"", ""table"": ""countries"", ""output"": ""CountryId , Continent""}, {""id"": ""#3"", ""operation"": ""Scan Table"", ""table"": ""car_makers"", ""output"": ""Country""}]}]}]}","children:
- children:
  - id: '#1'
    operation: Scan Table
    output: ContId , Continent
    table: continents
  - children:
    - id: '#2'
      operation: Scan Table
      output: CountryId , Continent
      table: countries
    - id: '#3'
      operation: Scan Table
      output: Country
      table: car_makers
    id: '#4'
    operation: Join
    output: '#2.Continent'
    predicate: 'Predicate [ #2.CountryId = #3.Country ]'
  id: '#5'
  operation: Join
  output: '#1.Continent'
  predicate: 'Predicate [ #1.ContId = #4.Continent ]'
id: '#6'
operation: Aggregate
output: countstar AS Count_Star , Continent
predicate: GroupBy [ Continent ]
"
5bb4eec216228c8f823b9444d1035d1d7f90937c23381a3a303840923469d256,"Aggregate GroupBy [ Continent ] Output [ countstar AS Count_Star , Continent ]
  In: Join Predicate [ B.ContId = T.Continent ] Output [ B.Continent ]
    In: Join Predicate [ B.CountryId = T.Country ] Output [ B.Continent ]
      In: Scan Table [ car_makers ] Output [ Country ]
      In: Scan Table [ countries ] Output [ CountryId , Continent ]
    In: Scan Table [ continents ] Output [ ContId , Continent ]","{""id"": ""#6"", ""operation"": ""Aggregate"", ""predicate"": ""GroupBy [ Continent ]"", ""output"": ""countstar AS Count_Star , Continent"", ""children"": [{""id"": ""#5"", ""operation"": ""Join"", ""predicate"": ""Predicate [ #1.ContId = #4.Continent ]"", ""output"": ""#1.Continent"", ""children"": [{""id"": ""#1"", ""operation"": ""Scan Table"", ""table"": ""continents"", ""output"": ""ContId , Continent""}, {""id"": ""#4"", ""operation"": ""Join"", ""predicate"": ""Predicate [ #2.CountryId = #3.Country ]"", ""output"": ""#2.Continent"", ""children"": [{""id"": ""#2"", ""operation"": ""Scan Table"", ""table"": ""countries"", ""output"": ""CountryId , Continent""}, {""id"": ""#3"", ""operation"": ""Scan Table"", ""table"": ""car_makers"", ""output"": ""Country""}]}]}]}","children:
- children:
  - id: '#1'
    operation: Scan Table
    output: ContId , Continent
    table: continents
  - children:
    - id: '#2'
      operation: Scan Table
      output: CountryId , Continent
      table: countries
    - id: '#3'
      operation: Scan Table
      output: Country
      table: car_makers
    id: '#4'
    operation: Join
    output: '#2.Continent'
    predicate: 'Predicate [ #2.CountryId = #3.Country ]'
  id: '#5'
  operation: Join
  output: '#1.Continent'
  predicate: 'Predicate [ #1.ContId = #4.Continent ]'
id: '#6'
operation: Aggregate
output: countstar AS Count_Star , Continent
predicate: GroupBy [ Continent ]
"
eb3cde0276a0fc8b1f8d2f8fafb35798919522c42a6092dd8e015b09b31af5f9,"TopSort Rows [ 1 ] OrderBy [ Count_Star DESC ] Output [ CountryName , Count_Star ]
  In: Join Predicate [ B.Country = T.CountryId ] Output [ T.CountryName , B.Count_Star ]
    In: Scan Table [ countries ] Output [ CountryId , CountryName ]
    In: Aggregate GroupBy [ Country ] Output [ countstar AS Count_Star , Country ]
      In: Scan Table [ car_makers ] Output [ Country ]","{""id"": ""#5"", ""operation"": ""TopSort"", ""predicate"": ""Rows [ 1 ] OrderBy [ Count_Star DESC ]"", ""output"": ""CountryName , Count_Star"", ""children"": [{""id"": ""#4"", ""operation"": ""Join"", ""predicate"": ""Predicate [ #2.Country = #3.CountryId ]"", ""output"": ""#3.CountryName , #2.Count_Star"", ""children"": [{""id"": ""#2"", ""operation"": ""Aggregate"", ""predicate"": ""GroupBy [ Country ]"", ""output"": ""countstar AS Count_Star , Country"", ""children"": [{""id"": ""#1"", ""operation"": ""Scan Table"", ""table"": ""car_makers"", ""output"": ""Country""}]}, {""id"": ""#3"", ""operation"": ""Scan Table"", ""table"": ""countries"", ""output"": ""CountryId , CountryName""}]}]}","children:
- children:
  - children:
    - id: '#1'
      operation: Scan Table
      output: Country
      table: car_makers
    id: '#2'
    operation: Aggregate
    output: countstar AS Count_Star , Country
    predicate: GroupBy [ Country ]
  - id: '#3'
    operation: Scan Table
    output: CountryId , CountryName
    table: countries
  id: '#4'
  operation: Join
  output: '#3.CountryName , #2.Count_Star'
  predicate: 'Predicate [ #2.Country = #3.CountryId ]'
id: '#5'
operation: TopSort
output: CountryName , Count_Star
predicate: Rows [ 1 ] OrderBy [ Count_Star DESC ]
"
1cc43d0dd4258523da70628365e645be9219fddc3472704ea11ef01afdc90b4d,"TopSort Rows [ 1 ] OrderBy [ Count_Star DESC ] Output [ CountryName , Count_Star ]
  In: Join Predicate [ B.Country = T.CountryId ] Output [ T.CountryName , B.Count_Star ]
    In: Scan Table [ countries ] Output [ CountryId , CountryName ]
    In: Aggregate GroupBy [ Country ] Output [ countstar AS Count_Star , Country ]
      In: Scan Table [ car_makers ] Output [ Country ]","{""id"": ""#5"", ""operation"": ""TopSort"", ""predicate"": ""Rows [ 1 ] OrderBy [ Count_Star DESC ]"", ""output"": ""CountryName , Count_Star"", ""children"": [{""id"": ""#4"", ""operation"": ""Join"", ""predicate"": ""Predicate [ #2.Country = #3.CountryId ]"", ""output"": ""#3.CountryName , #2.Count_Star"", ""children"": [{""id"": ""#2"", ""operation"": ""Aggregate"", ""predicate"": ""GroupBy [ Country ]"", ""output"": ""countstar AS Count_Star , Country"", ""children"": [{""id"": ""#1"", ""operation"": ""Scan Table"", ""table"": ""car_makers"", ""output"": ""Country""}]}, {""id"": ""#3"", ""operation"": ""Scan Table"", ""table"": ""countries"", ""output"": ""CountryId , CountryName""}]}]}","children:
- children:
  - children:
    - id: '#1'
      operation: Scan Table
      output: Country
      table: car_makers
    id: '#2'
    operation: Aggregate
    output: countstar AS Count_Star , Country
    predicate: GroupBy [ Country ]
  - id: '#3'
    operation: Scan Table
    output: CountryId , CountryName
    table: countries
  id: '#4'
  operation: Join
  output: '#3.CountryName , #2.Count_Star'
  predicate: 'Predicate [ #2.Country = #3.CountryId ]'
id: '#5'
operation: TopSort
output: CountryName , Count_Star
predicate: Rows [ 1 ] OrderBy [ Count_Star DESC ]
"
0f511d2d227935024ef20380b60fb30dd28ff843040398025d6c1cb4cff1ce93,"Join Predicate [ B.Maker = T.Id ] Output [ T.FullName , B.Count_Star ]
  In: Scan Table [ car_makers ] Output [ FullName , Id ]
  In: Aggregate GroupBy [ Maker ] Output [ countstar AS Count_Star , Maker ]
    In: Scan Table [ model_list ] Output [ Maker ]","{""id"": ""#4"", ""operation"": ""Join"", ""predicate"": ""Predicate [ #2.Maker = #3.Id ]"", ""output"": ""#3.FullName , #2.Count_Star"", ""children"": [{""id"": ""#2"", ""operation"": ""Aggregate"", ""predicate"": ""GroupBy [ Maker ]"", ""output"": ""countstar AS Count_Star , Maker"", ""children"": [{""id"": ""#1"", ""operation"": ""Scan Table"", ""table"": ""model_list"", ""output"": ""Maker""}]}, {""id"": ""#3"", ""operation"": ""Scan Table"", ""table"": ""car_makers"", ""output"": ""FullName , Id""}]}","children:
- children:
  - id: '#1'
    operation: Scan Table
    output: Maker
    table: model_list
  id: '#2'
  operation: Aggregate
  output: countstar AS Count_Star , Maker
  predicate: GroupBy [ Maker ]
- id: '#3'
  operation: Scan Table
  output: FullName , Id
  table: car_makers
id: '#4'
operation: Join
output: '#3.FullName , #2.Count_Star'
predicate: 'Predicate [ #2.Maker = #3.Id ]'
"
587619e0bf6dca2cc715654f4d71bcfd092fea72301454feec993fd1010054e2,"Join Predicate [ B.Maker = T.Id ] Output [ T.FullName , T.Id , B.Count_Star ]
  In: Scan Table [ car_makers ] Output [ FullName , Id ]
  In: Aggregate GroupBy [ Maker ] Output [ countstar AS Count_Star , Maker ]
    In: Scan Table [ model_list ] Output [ Maker ]","{""id"": ""#4"", ""operation"": ""Join"", ""predicate"": ""Predicate [ #2.Maker = #3.Id ]"", ""output"": ""#3.FullName , #3.Id , #2.Count_Star"", ""children"": [{""id"": ""#2"", ""operation"": ""Aggregate"", ""predicate"": ""GroupBy [ Maker ]"", ""output"": ""countstar AS Count_Star , Maker"", ""children"": [{""id"": ""#1"", ""operation"": ""Scan Table"", ""table"": ""model_list"", ""output"": ""Maker""}]}, {""id"": ""#3"", ""operation"": ""Scan Table"", ""table"": ""car_makers"", ""output"": ""FullName , Id""}]}","children:
- children:
  - id: '#1'
    operation: Scan Table
    output: Maker
    table: model_list
  id: '#2'
  operation: Aggregate
  output: countstar AS Count_Star , Maker
  predicate: GroupBy [ Maker ]
- id: '#3'
  operation: Scan Table
  output: FullName , Id
  table: car_makers
id: '#4'
operation: Join
output: '#3.FullName , #3.Id , #2.Count_Star'
predicate: 'Predicate [ #2.Maker = #3.Id ]'
"
6b4935ecf21e96347d09f914c1134d872dd90cea1d200906b8422cec79050abe,"Join Predicate [ B.MakeId = T.Id ] Output [ T.Accelerate ]
  In: Scan Table [ cars_data ] Output [ Accelerate , Id ]
  In: Scan Table [ car_names ] Predicate [ Make = 'amc hornet sportabout (sw)' ] Output [ MakeId , Make ]","{""id"": ""#3"", ""operation"": ""Join"", ""predicate"": ""Predicate [ #1.MakeId = #2.Id ]"", ""output"": ""#2.Accelerate"", ""children"": [{""id"": ""#1"", ""operation"": ""Scan Table"", ""table"": ""car_names"", ""predicate"": ""Predicate [ Make = 'amc hornet sportabout (sw)' ]"", ""output"": ""MakeId , Make""}, {""id"": ""#2"", ""operation"": ""Scan Table"", ""table"": ""cars_data"", ""output"": ""Accelerate , Id""}]}","children:
- id: '#1'
  operation: Scan Table
  output: MakeId , Make
  predicate: Predicate [ Make = 'amc hornet sportabout (sw)' ]
  table: car_names
- id: '#2'
  operation: Scan Table
  output: Accelerate , Id
  table: cars_data
id: '#3'
operation: Join
output: '#2.Accelerate'
predicate: 'Predicate [ #1.MakeId = #2.Id ]'
"
9f6ea46405112628df6ab798bc562f0bebb75f5ea0d962a455271e949a879db5,"Join Predicate [ B.MakeId = T.Id ] Output [ T.Accelerate ]
  In: Scan Table [ cars_data ] Output [ Accelerate , Id ]
  In: Scan Table [ car_names ] Predicate [ Make = 'amc hornet sportabout (sw)' ] Output [ MakeId , Make ]","{""id"": ""#3"", ""operation"": ""Join"", ""predicate"": ""Predicate [ #1.MakeId = #2.Id ]"", ""output"": ""#2.Accelerate"", ""children"": [{""id"": ""#1"", ""operation"": ""Scan Table"", ""table"": ""car_names"", ""predicate"": ""Predicate [ Make = 'amc hornet sportabout (sw)' ]"", ""output"": ""MakeId , Make""}, {""id"": ""#2"", ""operation"": ""Scan Table"", ""table"": ""cars_data"", ""output"": ""Accelerate , Id""}]}","children:
- id: '#1'
  operation: Scan Table
  output: MakeId , Make
  predicate: Predicate [ Make = 'amc hornet sportabout (sw)' ]
  table: car_names
- id: '#2'
  operation: Scan Table
  output: Accelerate , Id
  table: cars_data
id: '#3'
operation: Join
output: '#2.Accelerate'
predicate: 'Predicate [ #1.MakeId = #2.Id ]'
"
7c03fdfb4bdd1f01de1be9c484bed41e27e47fc1fbfbf8b8c8258bc22293fd9e,"Aggregate Output [ countstar AS Count_Star ]
  In: Join Predicate [ B.CountryId = T.Country ] Output [ B.CountryId , B.CountryName ]
    In: Scan Table [ car_makers ] Output [ Country ]
    In: Scan Table [ countries ] Predicate [ CountryName = 'france' ] Output [ CountryId , CountryName ]","{""id"": ""#4"", ""operation"": ""Aggregate"", ""output"": ""countstar AS Count_Star"", ""children"": [{""id"": ""#3"", ""operation"": ""Join"", ""predicate"": ""Predicate [ #1.CountryId = #2.Country ]"", ""output"": ""#1.CountryId , #1.CountryName"", ""children"": [{""id"": ""#1"", ""operation"": ""Scan Table"", ""table"": ""countries"", ""predicate"": ""Predicate [ CountryName = 'france' ]"", ""output"": ""CountryId , CountryName""}, {""id"": ""#2"", ""operation"": ""Scan Table"", ""table"": ""car_makers"", ""output"": ""Country""}]}]}","children:
- children:
  - id: '#1'
    operation: Scan Table
    output: CountryId , CountryName
    predicate: Predicate [ CountryName = 'france' ]
    table: countries
  - id: '#2'
    operation: Scan Table
    output: Country
    table: car_makers
  id: '#3'
  operation: Join
  output: '#1.CountryId , #1.CountryName'
  predicate: 'Predicate [ #1.CountryId = #2.Country ]'
id: '#4'
operation: Aggregate
output: countstar AS Count_Star
"
0ed3028cce8847cc6d514f0cf58b7033f1af4dc410e9a4a107a33b12e6c7dcd6,"Aggregate Output [ countstar AS Count_Star ]
  In: Join Predicate [ B.CountryId = T.Country ] Output [ B.CountryId , B.CountryName ]
    In: Scan Table [ car_makers ] Output [ Country ]
    In: Scan Table [ countries ] Predicate [ CountryName = 'france' ] Output [ CountryId , CountryName ]","{""id"": ""#4"", ""operation"": ""Aggregate"", ""output"": ""countstar AS Count_Star"", ""children"": [{""id"": ""#3"", ""operation"": ""Join"", ""predicate"": ""Predicate [ #1.CountryId = #2.Country ]"", ""output"": ""#1.CountryId , #1.CountryName"", ""children"": [{""id"": ""#1"", ""operation"": ""Scan Table"", ""table"": ""countries"", ""predicate"": ""Predicate [ CountryName = 'france' ]"", ""output"": ""CountryId , CountryName""}, {""id"": ""#2"", ""operation"": ""Scan Table"", ""table"": ""car_makers"", ""output"": ""Country""}]}]}","children:
- children:
  - id: '#1'
    operation: Scan Table
    output: CountryId , CountryName
    predicate: Predicate [ CountryName = 'france' ]
    table: countries
  - id: '#2'
    operation: Scan Table
    output: Country
    table: car_makers
  id: '#3'
  operation: Join
  output: '#1.CountryId , #1.CountryName'
  predicate: 'Predicate [ #1.CountryId = #2.Country ]'
id: '#4'
operation: Aggregate
output: countstar AS Count_Star
"
04d01fafdfe0a2fc87f5e6a971770df71d346fe8153bd78a6c9fa41da7e500a4,"Aggregate Output [ countstar AS Count_Star ]
  In: Join Predicate [ B.Id = T.Maker ] Output [ B.Id ]
    In: Scan Table [ model_list ] Output [ Maker ]
    In: Join Predicate [ B.CountryId = T.Country ] Output [ T.Id ]
      In: Scan Table [ car_makers ] Output [ Country , Id ]
      In: Scan Table [ countries ] Predicate [ CountryName = 'usa' ] Output [ CountryId , CountryName ]","{""id"": ""#6"", ""operation"": ""Aggregate"", ""output"": ""countstar AS Count_Star"", ""children"": [{""id"": ""#5"", ""operation"": ""Join"", ""predicate"": ""Predicate [ #3.Id = #4.Maker ]"", ""output"": ""#3.Id"", ""children"": [{""id"": ""#3"", ""operation"": ""Join"", ""predicate"": ""Predicate [ #1.CountryId = #2.Country ]"", ""output"": ""#2.Id"", ""children"": [{""id"": ""#1"", ""operation"": ""Scan Table"", ""table"": ""countries"", ""predicate"": ""Predicate [ CountryName = 'usa' ]"", ""output"": ""CountryId , CountryName""}, {""id"": ""#2"", ""operation"": ""Scan Table"", ""table"": ""car_makers"", ""output"": ""Country , Id""}]}, {""id"": ""#4"", ""operation"": ""Scan Table"", ""table"": ""model_list"", ""output"": ""Maker""}]}]}","children:
- children:
  - children:
    - id: '#1'
      operation: Scan Table
      output: CountryId , CountryName
      predicate: Predicate [ CountryName = 'usa' ]
      table: countries
    - id: '#2'
      operation: Scan Table
      output: Country , Id
      table: car_makers
    id: '#3'
    operation: Join
    output: '#2.Id'
    predicate: 'Predicate [ #1.CountryId = #2.Country ]'
  - id: '#4'
    operation: Scan Table
    output: Maker
    table: model_list
  id: '#5'
  operation: Join
  output: '#3.Id'
  predicate: 'Predicate [ #3.Id = #4.Maker ]'
id: '#6'
operation: Aggregate
output: countstar AS Count_Star
"
2686e428ed6dee19e01cd063666a64aeceba24051c34ee875917395fcb3c1cfb,"Aggregate Output [ countstar AS Count_Star ]
  In: Join Predicate [ B.Id = T.Maker ] Output [ B.Id ]
    In: Scan Table [ model_list ] Output [ Maker ]
    In: Join Predicate [ B.CountryId = T.Country ] Output [ T.Id ]
      In: Scan Table [ car_makers ] Output [ Country , Id ]
      In: Scan Table [ countries ] Predicate [ CountryName = 'usa' ] Output [ CountryId , CountryName ]","{""id"": ""#6"", ""operation"": ""Aggregate"", ""output"": ""countstar AS Count_Star"", ""children"": [{""id"": ""#5"", ""operation"": ""Join"", ""predicate"": ""Predicate [ #3.Id = #4.Maker ]"", ""output"": ""#3.Id"", ""children"": [{""id"": ""#3"", ""operation"": ""Join"", ""predicate"": ""Predicate [ #1.CountryId = #2.Country ]"", ""output"": ""#2.Id"", ""children"": [{""id"": ""#1"", ""operation"": ""Scan Table"", ""table"": ""countries"", ""predicate"": ""Predicate [ CountryName = 'usa' ]"", ""output"": ""CountryId , CountryName""}, {""id"": ""#2"", ""operation"": ""Scan Table"", ""table"": ""car_makers"", ""output"": ""Country , Id""}]}, {""id"": ""#4"", ""operation"": ""Scan Table"", ""table"": ""model_list"", ""output"": ""Maker""}]}]}","children:
- children:
  - children:
    - id: '#1'
      operation: Scan Table
      output: CountryId , CountryName
      predicate: Predicate [ CountryName = 'usa' ]
      table: countries
    - id: '#2'
      operation: Scan Table
      output: Country , Id
      table: car_makers
    id: '#3'
    operation: Join
    output: '#2.Id'
    predicate: 'Predicate [ #1.CountryId = #2.Country ]'
  - id: '#4'
    operation: Scan Table
    output: Maker
    table: model_list
  id: '#5'
  operation: Join
  output: '#3.Id'
  predicate: 'Predicate [ #3.Id = #4.Maker ]'
id: '#6'
operation: Aggregate
output: countstar AS Count_Star
"
d008496febb26c97a226a63cf4430e16490d2020d9a76a94f3440235c54a99f8,"Aggregate Output [ AVG(MPG) AS Avg_MPG ]
  In: Scan Table [ cars_data ] Predicate [ Cylinders = 4 ] Output [ Cylinders , MPG ]","{""id"": ""#2"", ""operation"": ""Aggregate"", ""output"": ""AVG(MPG) AS Avg_MPG"", ""children"": [{""id"": ""#1"", ""operation"": ""Scan Table"", ""table"": ""cars_data"", ""predicate"": ""Predicate [ Cylinders = 4 ]"", ""output"": ""Cylinders , MPG""}]}","children:
- id: '#1'
  operation: Scan Table
  output: Cylinders , MPG
  predicate: Predicate [ Cylinders = 4 ]
  table: cars_data
id: '#2'
operation: Aggregate
output: AVG(MPG) AS Avg_MPG
"
30d1ee42433721023f9e094e933c912d93f73b99e7b74ebcee784b5b31fe5f57,"Aggregate Output [ AVG(MPG) AS Avg_MPG ]
  In: Scan Table [ cars_data ] Predicate [ Cylinders = 4 ] Output [ Cylinders , MPG ]","{""id"": ""#2"", ""operation"": ""Aggregate"", ""output"": ""AVG(MPG) AS Avg_MPG"", ""children"": [{""id"": ""#1"", ""operation"": ""Scan Table"", ""table"": ""cars_data"", ""predicate"": ""Predicate [ Cylinders = 4 ]"", ""output"": ""Cylinders , MPG""}]}","children:
- id: '#1'
  operation: Scan Table
  output: Cylinders , MPG
  predicate: Predicate [ Cylinders = 4 ]
  table: cars_data
id: '#2'
operation: Aggregate
output: AVG(MPG) AS Avg_MPG
"
181a002a5e4f8fec27048244b795b5b3f13c9550a5947e3599925be1edb96f8a,"Aggregate Output [ MIN(Weight) AS Min_Weight ]
  In: Scan Table [ cars_data ] Predicate [ Cylinders = 8 AND Year = 1974 ] Output [ Year , Cylinders , Weight ]","{""id"": ""#2"", ""operation"": ""Aggregate"", ""output"": ""MIN(Weight) AS Min_Weight"", ""children"": [{""id"": ""#1"", ""operation"": ""Scan Table"", ""table"": ""cars_data"", ""predicate"": ""Predicate [ Cylinders = 8 AND Year = 1974 ]"", ""output"": ""Year , Cylinders , Weight""}]}","children:
- id: '#1'
  operation: Scan Table
  output: Year , Cylinders , Weight
  predicate: Predicate [ Cylinders = 8 AND Year = 1974 ]
  table: cars_data
id: '#2'
operation: Aggregate
output: MIN(Weight) AS Min_Weight
"
7724849737aab7b098851c89a0fd1ee146c0b00594fc5f0f2b2f6789ce855c51,"Aggregate Output [ MIN(Weight) AS Min_Weight ]
  In: Scan Table [ cars_data ] Predicate [ Cylinders = 8 AND Year = 1974 ] Output [ Year , Cylinders , Weight ]","{""id"": ""#2"", ""operation"": ""Aggregate"", ""output"": ""MIN(Weight) AS Min_Weight"", ""children"": [{""id"": ""#1"", ""operation"": ""Scan Table"", ""table"": ""cars_data"", ""predicate"": ""Predicate [ Cylinders = 8 AND Year = 1974 ]"", ""output"": ""Year , Cylinders , Weight""}]}","children:
- id: '#1'
  operation: Scan Table
  output: Year , Cylinders , Weight
  predicate: Predicate [ Cylinders = 8 AND Year = 1974 ]
  table: cars_data
id: '#2'
operation: Aggregate
output: MIN(Weight) AS Min_Weight
"
4a94a6a7efd98efae436bb2d28b838c67c042c12a753e7c5dd6189f43f8d246d,"Scan Table [ model_list ] Output [ Model , Maker ]","{""id"": ""#1"", ""operation"": ""Scan Table"", ""table"": ""model_list"", ""output"": ""Model , Maker""}","id: '#1'
operation: Scan Table
output: Model , Maker
table: model_list
"
9b93bef7838b4084eaaadeee2fb378c1b0abb129005052733376c12410782d8f,"Scan Table [ model_list ] Output [ Model , Maker ]","{""id"": ""#1"", ""operation"": ""Scan Table"", ""table"": ""model_list"", ""output"": ""Model , Maker""}","id: '#1'
operation: Scan Table
output: Model , Maker
table: model_list
"
